image_path,race,dominant_race,region,face_confidence,gender,dominant_gender
dlib/Silvio_Berlusconi_-10.png,"{'asian': np.float32(51.85784), 'indian': np.float32(6.2866316), 'black': np.float32(1.2548308), 'white': np.float32(6.3041143), 'middle eastern': np.float32(2.7631187), 'latino hispanic': np.float32(31.533464)}",asian,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (147, 114), 'right_eye': (104, 116)}",1.0,"{'Woman': np.float32(1.4997671e-05), 'Man': np.float32(99.999985)}",Man
dlib/Silvio_Berlusconi_-13.png,"{'asian': np.float32(0.034156103), 'indian': np.float32(2.785536), 'black': np.float32(0.02679917), 'white': np.float32(25.156008), 'middle eastern': np.float32(54.17199), 'latino hispanic': np.float32(17.825514)}",middle eastern,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (145, 114), 'right_eye': (106, 112)}",1.0,"{'Woman': np.float32(0.00023643665), 'Man': np.float32(99.99976)}",Man
dlib/Silvio_Berlusconi_-7.png,"{'asian': np.float32(0.049864613), 'indian': np.float32(0.51809424), 'black': np.float32(0.0448841), 'white': np.float32(70.15684), 'middle eastern': np.float32(15.404561), 'latino hispanic': np.float32(13.825768)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 113), 'right_eye': (107, 111)}",1.0,"{'Woman': np.float32(0.01310293), 'Man': np.float32(99.9869)}",Man
dlib/Silvio_Berlusconi_-17.png,"{'asian': np.float32(7.5146136), 'indian': np.float32(4.779241), 'black': np.float32(0.42041963), 'white': np.float32(37.6123), 'middle eastern': np.float32(24.913282), 'latino hispanic': np.float32(24.76014)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 113), 'right_eye': (105, 112)}",0.91,"{'Woman': np.float32(6.358935), 'Man': np.float32(93.64106)}",Man
dlib/Silvio_Berlusconi_-14.png,"{'asian': np.float32(26.540258), 'indian': np.float32(17.363157), 'black': np.float32(12.229103), 'white': np.float32(7.849562), 'middle eastern': np.float32(7.9271994), 'latino hispanic': np.float32(28.090725)}",latino hispanic,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (145, 119), 'right_eye': (104, 112)}",1.0,"{'Woman': np.float32(0.000538938), 'Man': np.float32(99.999466)}",Man
dlib/Silvio_Berlusconi_-12.png,"{'asian': np.float32(38.696243), 'indian': np.float32(11.034318), 'black': np.float32(6.952323), 'white': np.float32(8.252914), 'middle eastern': np.float32(5.301681), 'latino hispanic': np.float32(29.762522)}",asian,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (148, 119), 'right_eye': (108, 114)}",1.0,"{'Woman': np.float32(0.0004160268), 'Man': np.float32(99.99958)}",Man
dlib/Silvio_Berlusconi_-3.png,"{'asian': np.float32(0.88132286), 'indian': np.float32(2.5108457), 'black': np.float32(0.17505348), 'white': np.float32(43.48167), 'middle eastern': np.float32(33.596264), 'latino hispanic': np.float32(19.354841)}",white,"{'x': 57, 'y': 71, 'w': 129, 'h': 129, 'left_eye': (144, 114), 'right_eye': (103, 114)}",1.0,"{'Woman': np.float32(0.024938228), 'Man': np.float32(99.97507)}",Man
dlib/Silvio_Berlusconi_-9.png,"{'asian': np.float32(2.5747592), 'indian': np.float32(1.1041874), 'black': np.float32(0.14420643), 'white': np.float32(61.098362), 'middle eastern': np.float32(13.1081295), 'latino hispanic': np.float32(21.97036)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 109), 'right_eye': (104, 113)}",1.0,"{'Woman': np.float32(0.026015095), 'Man': np.float32(99.97398)}",Man
dlib/Silvio_Berlusconi_-16.png,"{'asian': np.float32(36.38033), 'indian': np.float32(13.747875), 'black': np.float32(7.6580315), 'white': np.float32(7.807519), 'middle eastern': np.float32(4.9620576), 'latino hispanic': np.float32(29.444197)}",asian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (149, 117), 'right_eye': (105, 114)}",1.0,"{'Woman': np.float32(0.006459528), 'Man': np.float32(99.99354)}",Man
dlib/Silvio_Berlusconi_-1.png,"{'asian': np.float32(0.0034897202), 'indian': np.float32(0.00452249), 'black': np.float32(8.45758e-05), 'white': np.float32(95.8672), 'middle eastern': np.float32(2.540841), 'latino hispanic': np.float32(1.583861)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 114), 'right_eye': (104, 109)}",0.92,"{'Woman': np.float32(0.0026235965), 'Man': np.float32(99.997375)}",Man
dlib/Silvio_Berlusconi_-20.png,"{'asian': np.float32(3.8541825), 'indian': np.float32(8.805541), 'black': np.float32(1.705445), 'white': np.float32(24.60935), 'middle eastern': np.float32(40.514057), 'latino hispanic': np.float32(20.511429)}",middle eastern,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (147, 110), 'right_eye': (106, 117)}",1.0,"{'Woman': np.float32(0.01387144), 'Man': np.float32(99.98612)}",Man
dlib/Silvio_Berlusconi_-2.png,"{'asian': np.float32(9.899792), 'indian': np.float32(3.7893572), 'black': np.float32(0.42599767), 'white': np.float32(37.363304), 'middle eastern': np.float32(19.272333), 'latino hispanic': np.float32(29.249222)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (148, 118), 'right_eye': (110, 117)}",1.0,"{'Woman': np.float32(0.28462055), 'Man': np.float32(99.71538)}",Man
dlib/Silvio_Berlusconi_-6.png,"{'asian': np.float32(6.507823), 'indian': np.float32(5.826976), 'black': np.float32(0.9516125), 'white': np.float32(34.86964), 'middle eastern': np.float32(29.100313), 'latino hispanic': np.float32(22.743633)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (146, 109), 'right_eye': (107, 116)}",1.0,"{'Woman': np.float32(0.037849646), 'Man': np.float32(99.96215)}",Man
dlib/Silvio_Berlusconi_-15.png,"{'asian': np.float32(17.364908), 'indian': np.float32(7.5096254), 'black': np.float32(2.4246364), 'white': np.float32(26.788422), 'middle eastern': np.float32(23.739912), 'latino hispanic': np.float32(22.172487)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (149, 115), 'right_eye': (110, 110)}",1.0,"{'Woman': np.float32(0.10866264), 'Man': np.float32(99.89134)}",Man
dlib/Michael_Bloomberg_-4.png,"{'asian': np.float32(2.561732), 'indian': np.float32(1.7772391), 'black': np.float32(0.62414116), 'white': np.float32(53.89315), 'middle eastern': np.float32(14.909603), 'latino hispanic': np.float32(26.23414)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (140, 114), 'right_eye': (102, 116)}",1.0,"{'Woman': np.float32(0.0711935), 'Man': np.float32(99.92882)}",Man
dlib/Michael_Bloomberg_-8.png,"{'asian': np.float32(1.0346389), 'indian': np.float32(2.8526735), 'black': np.float32(0.3412583), 'white': np.float32(46.971508), 'middle eastern': np.float32(26.481407), 'latino hispanic': np.float32(22.318516)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (142, 112), 'right_eye': (104, 118)}",1.0,"{'Woman': np.float32(0.017830819), 'Man': np.float32(99.98217)}",Man
dlib/Michael_Bloomberg_-5.png,"{'asian': np.float32(0.16387656), 'indian': np.float32(0.39368838), 'black': np.float32(0.01572177), 'white': np.float32(79.507835), 'middle eastern': np.float32(12.770919), 'latino hispanic': np.float32(7.1479616)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (143, 114), 'right_eye': (110, 112)}",1.0,"{'Woman': np.float32(0.037397366), 'Man': np.float32(99.9626)}",Man
dlib/Michael_Bloomberg_-19.png,"{'asian': np.float32(2.354326), 'indian': np.float32(5.2957783), 'black': np.float32(1.2623668), 'white': np.float32(39.981373), 'middle eastern': np.float32(24.610277), 'latino hispanic': np.float32(26.49588)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 114), 'right_eye': (104, 116)}",1.0,"{'Woman': np.float32(0.005793858), 'Man': np.float32(99.99421)}",Man
dlib/Michael_Bloomberg_-18.png,"{'asian': np.float32(0.25225502), 'indian': np.float32(0.35511574), 'black': np.float32(0.048057605), 'white': np.float32(85.04121), 'middle eastern': np.float32(6.0496645), 'latino hispanic': np.float32(8.253697)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (144, 115), 'right_eye': (105, 118)}",1.0,"{'Woman': np.float32(0.04623475), 'Man': np.float32(99.95377)}",Man
dlib/Michael_Bloomberg_-11.png,"{'asian': np.float32(14.55739), 'indian': np.float32(8.839043), 'black': np.float32(2.493621), 'white': np.float32(32.42117), 'middle eastern': np.float32(24.89708), 'latino hispanic': np.float32(16.791693)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 111), 'right_eye': (106, 114)}",1.0,"{'Woman': np.float32(0.17474039), 'Man': np.float32(99.82526)}",Man
dlib/Michael_Bloomberg_-10.png,"{'asian': np.float32(0.0024476275), 'indian': np.float32(0.06901639), 'black': np.float32(0.00016854501), 'white': np.float32(86.31242), 'middle eastern': np.float32(10.342273), 'latino hispanic': np.float32(3.2736685)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (143, 108), 'right_eye': (104, 116)}",1.0,"{'Woman': np.float32(0.11876261), 'Man': np.float32(99.88124)}",Man
dlib/Michael_Bloomberg_-13.png,"{'asian': np.float32(0.32318297), 'indian': np.float32(0.503348), 'black': np.float32(0.041513067), 'white': np.float32(77.984764), 'middle eastern': np.float32(11.397305), 'latino hispanic': np.float32(9.749885)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (140, 107), 'right_eye': (105, 117)}",1.0,"{'Woman': np.float32(0.04986328), 'Man': np.float32(99.950134)}",Man
dlib/Michael_Bloomberg_-7.png,"{'asian': np.float32(0.0041357744), 'indian': np.float32(2.8313672e-05), 'black': np.float32(2.5321308e-06), 'white': np.float32(99.777985), 'middle eastern': np.float32(0.03962478), 'latino hispanic': np.float32(0.17821792)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (147, 108), 'right_eye': (106, 114)}",1.0,"{'Woman': np.float32(0.0006497478), 'Man': np.float32(99.999344)}",Man
dlib/Michael_Bloomberg_-17.png,"{'asian': np.float32(0.00057411235), 'indian': np.float32(0.0028075706), 'black': np.float32(7.676397e-05), 'white': np.float32(98.1188), 'middle eastern': np.float32(1.0728446), 'latino hispanic': np.float32(0.8049063)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (145, 111), 'right_eye': (103, 113)}",1.0,"{'Woman': np.float32(0.007863726), 'Man': np.float32(99.992134)}",Man
dlib/Michael_Bloomberg_-14.png,"{'asian': np.float32(1.7641265), 'indian': np.float32(1.8448857), 'black': np.float32(0.29137474), 'white': np.float32(61.902374), 'middle eastern': np.float32(17.419733), 'latino hispanic': np.float32(16.777508)}",white,"{'x': 62, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (138, 114), 'right_eye': (100, 117)}",1.0,"{'Woman': np.float32(0.045466337), 'Man': np.float32(99.95453)}",Man
dlib/Michael_Bloomberg_-12.png,"{'asian': np.float32(6.858208), 'indian': np.float32(3.1800296), 'black': np.float32(1.2824738), 'white': np.float32(44.73521), 'middle eastern': np.float32(20.716028), 'latino hispanic': np.float32(23.228054)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (144, 113), 'right_eye': (108, 120)}",1.0,"{'Woman': np.float32(0.0015131241), 'Man': np.float32(99.99849)}",Man
dlib/Michael_Bloomberg_-3.png,"{'asian': np.float32(0.029062895), 'indian': np.float32(0.10843426), 'black': np.float32(0.0050630956), 'white': np.float32(83.334915), 'middle eastern': np.float32(8.2856865), 'latino hispanic': np.float32(8.2368355)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (146, 117), 'right_eye': (107, 114)}",1.0,"{'Woman': np.float32(0.027973024), 'Man': np.float32(99.97203)}",Man
dlib/Michael_Bloomberg_-9.png,"{'asian': np.float32(0.019344963), 'indian': np.float32(0.029712288), 'black': np.float32(0.0014823945), 'white': np.float32(91.6754), 'middle eastern': np.float32(4.810283), 'latino hispanic': np.float32(3.4637892)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (146, 113), 'right_eye': (102, 112)}",1.0,"{'Woman': np.float32(0.024684306), 'Man': np.float32(99.97532)}",Man
dlib/Michael_Bloomberg_-16.png,"{'asian': np.float32(0.05458626), 'indian': np.float32(0.055260815), 'black': np.float32(0.0016786049), 'white': np.float32(92.524956), 'middle eastern': np.float32(4.2898836), 'latino hispanic': np.float32(3.0736306)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (140, 112), 'right_eye': (110, 115)}",1.0,"{'Woman': np.float32(0.008709666), 'Man': np.float32(99.99129)}",Man
dlib/Michael_Bloomberg_-1.png,"{'asian': np.float32(1.5503068e-06), 'indian': np.float32(5.688194e-06), 'black': np.float32(6.181918e-08), 'white': np.float32(99.968094), 'middle eastern': np.float32(0.026048593), 'latino hispanic': np.float32(0.0058606234)}",white,"{'x': 57, 'y': 71, 'w': 129, 'h': 129, 'left_eye': (145, 110), 'right_eye': (104, 113)}",1.0,"{'Woman': np.float32(0.018355533), 'Man': np.float32(99.98165)}",Man
dlib/Michael_Bloomberg_-20.png,"{'asian': np.float32(4.7979814e-08), 'indian': np.float32(1.5646847e-06), 'black': np.float32(2.5348714e-09), 'white': np.float32(99.94959), 'middle eastern': np.float32(0.036928874), 'latino hispanic': np.float32(0.013465011)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (141, 114), 'right_eye': (106, 116)}",1.0,"{'Woman': np.float32(0.00027886176), 'Man': np.float32(99.999725)}",Man
dlib/Michael_Bloomberg_-2.png,"{'asian': np.float32(0.23768102), 'indian': np.float32(0.60837805), 'black': np.float32(0.04443823), 'white': np.float32(78.809074), 'middle eastern': np.float32(11.807854), 'latino hispanic': np.float32(8.492573)}",white,"{'x': 62, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (141, 113), 'right_eye': (102, 112)}",1.0,"{'Woman': np.float32(0.0015272415), 'Man': np.float32(99.998474)}",Man
dlib/Michael_Bloomberg_-6.png,"{'asian': np.float32(4.717111), 'indian': np.float32(5.549186), 'black': np.float32(1.5187358), 'white': np.float32(43.779003), 'middle eastern': np.float32(25.235214), 'latino hispanic': np.float32(19.200754)}",white,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (145, 107), 'right_eye': (105, 111)}",1.0,"{'Woman': np.float32(0.05926278), 'Man': np.float32(99.94074)}",Man
dlib/Michael_Bloomberg_-15.png,"{'asian': np.float32(6.237503), 'indian': np.float32(1.484071), 'black': np.float32(0.24511048), 'white': np.float32(58.54291), 'middle eastern': np.float32(15.030275), 'latino hispanic': np.float32(18.460127)}",white,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (140, 112), 'right_eye': (104, 117)}",1.0,"{'Woman': np.float32(0.15695834), 'Man': np.float32(99.84304)}",Man
dlib/Atal_Bihari_Vajpayee_-4.png,"{'asian': np.float32(0.9427238), 'indian': np.float32(81.47981), 'black': np.float32(9.034941), 'white': np.float32(0.6798476), 'middle eastern': np.float32(0.6514911), 'latino hispanic': np.float32(7.211182)}",indian,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (143, 115), 'right_eye': (102, 113)}",1.0,"{'Woman': np.float32(0.005196565), 'Man': np.float32(99.994804)}",Man
dlib/Atal_Bihari_Vajpayee_-8.png,"{'asian': np.float32(17.633827), 'indian': np.float32(23.467888), 'black': np.float32(19.351414), 'white': np.float32(6.0804667), 'middle eastern': np.float32(7.1652837), 'latino hispanic': np.float32(26.301119)}",latino hispanic,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 115), 'right_eye': (102, 118)}",1.0,"{'Woman': np.float32(0.0023933253), 'Man': np.float32(99.997604)}",Man
dlib/Atal_Bihari_Vajpayee_-5.png,"{'asian': np.float32(22.944588), 'indian': np.float32(17.34314), 'black': np.float32(5.700443), 'white': np.float32(13.442089), 'middle eastern': np.float32(15.361217), 'latino hispanic': np.float32(25.208525)}",latino hispanic,"{'x': 62, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (139, 113), 'right_eye': (103, 111)}",1.0,"{'Woman': np.float32(0.6119721), 'Man': np.float32(99.38803)}",Man
dlib/Atal_Bihari_Vajpayee_-19.png,"{'asian': np.float32(4.6352105), 'indian': np.float32(62.311565), 'black': np.float32(8.623371), 'white': np.float32(2.3069203), 'middle eastern': np.float32(2.2199204), 'latino hispanic': np.float32(19.903017)}",indian,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (144, 111), 'right_eye': (103, 112)}",1.0,"{'Woman': np.float32(0.42878166), 'Man': np.float32(99.57121)}",Man
dlib/Atal_Bihari_Vajpayee_-18.png,"{'asian': np.float32(7.535217), 'indian': np.float32(22.099693), 'black': np.float32(6.148468), 'white': np.float32(15.735492), 'middle eastern': np.float32(24.977602), 'latino hispanic': np.float32(23.503527)}",middle eastern,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (147, 111), 'right_eye': (106, 114)}",1.0,"{'Woman': np.float32(0.68799186), 'Man': np.float32(99.312004)}",Man
dlib/Atal_Bihari_Vajpayee_-11.png,"{'asian': np.float32(12.501762), 'indian': np.float32(9.434016), 'black': np.float32(3.155358), 'white': np.float32(29.288631), 'middle eastern': np.float32(19.881226), 'latino hispanic': np.float32(25.73901)}",white,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (153, 115), 'right_eye': (109, 109)}",1.0,"{'Woman': np.float32(0.1659895), 'Man': np.float32(99.834015)}",Man
dlib/Atal_Bihari_Vajpayee_-10.png,"{'asian': np.float32(3.600699), 'indian': np.float32(52.6798), 'black': np.float32(5.141997), 'white': np.float32(6.3320627), 'middle eastern': np.float32(25.139715), 'latino hispanic': np.float32(7.1057243)}",indian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (143, 117), 'right_eye': (104, 115)}",1.0,"{'Woman': np.float32(0.20368642), 'Man': np.float32(99.79632)}",Man
dlib/Atal_Bihari_Vajpayee_-13.png,"{'asian': np.float32(9.775027), 'indian': np.float32(42.76203), 'black': np.float32(10.252335), 'white': np.float32(4.6048274), 'middle eastern': np.float32(5.003151), 'latino hispanic': np.float32(27.602617)}",indian,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (148, 117), 'right_eye': (104, 113)}",1.0,"{'Woman': np.float32(0.0032819896), 'Man': np.float32(99.99672)}",Man
dlib/Atal_Bihari_Vajpayee_-7.png,"{'asian': np.float32(7.6815963), 'indian': np.float32(39.058643), 'black': np.float32(8.589088), 'white': np.float32(5.7945175), 'middle eastern': np.float32(7.168056), 'latino hispanic': np.float32(31.708097)}",indian,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (146, 114), 'right_eye': (105, 112)}",1.0,"{'Woman': np.float32(0.004776247), 'Man': np.float32(99.99522)}",Man
dlib/Atal_Bihari_Vajpayee_-17.png,"{'asian': np.float32(3.2236938), 'indian': np.float32(76.104), 'black': np.float32(7.872109), 'white': np.float32(1.3766663), 'middle eastern': np.float32(1.2163697), 'latino hispanic': np.float32(10.207161)}",indian,"{'x': 57, 'y': 57, 'w': 129, 'h': 129, 'left_eye': (151, 111), 'right_eye': (100, 109)}",1.0,"{'Woman': np.float32(0.0036759796), 'Man': np.float32(99.99633)}",Man
dlib/Atal_Bihari_Vajpayee_-14.png,"{'asian': np.float32(31.885303), 'indian': np.float32(14.692014), 'black': np.float32(8.255483), 'white': np.float32(12.5629425), 'middle eastern': np.float32(13.209772), 'latino hispanic': np.float32(19.394485)}",asian,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (145, 113), 'right_eye': (107, 111)}",1.0,"{'Woman': np.float32(0.010230357), 'Man': np.float32(99.98977)}",Man
dlib/Atal_Bihari_Vajpayee_-12.png,"{'asian': np.float32(28.333637), 'indian': np.float32(12.197036), 'black': np.float32(5.210133), 'white': np.float32(18.727312), 'middle eastern': np.float32(16.337534), 'latino hispanic': np.float32(19.194344)}",asian,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (143, 114), 'right_eye': (102, 112)}",1.0,"{'Woman': np.float32(0.17053887), 'Man': np.float32(99.82947)}",Man
dlib/Atal_Bihari_Vajpayee_-3.png,"{'asian': np.float32(0.46790013), 'indian': np.float32(91.151146), 'black': np.float32(2.3627858), 'white': np.float32(0.8327662), 'middle eastern': np.float32(0.61269236), 'latino hispanic': np.float32(4.5727015)}",indian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (147, 109), 'right_eye': (100, 110)}",1.0,"{'Woman': np.float32(0.002642242), 'Man': np.float32(99.99735)}",Man
dlib/Atal_Bihari_Vajpayee_-9.png,"{'asian': np.float32(10.255735), 'indian': np.float32(37.317554), 'black': np.float32(23.460876), 'white': np.float32(4.559135), 'middle eastern': np.float32(4.1697617), 'latino hispanic': np.float32(20.236935)}",indian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (151, 113), 'right_eye': (107, 113)}",1.0,"{'Woman': np.float32(0.02006589), 'Man': np.float32(99.979935)}",Man
dlib/Atal_Bihari_Vajpayee_-16.png,"{'asian': np.float32(3.935181), 'indian': np.float32(15.797263), 'black': np.float32(1.7012266), 'white': np.float32(8.304192), 'middle eastern': np.float32(59.156036), 'latino hispanic': np.float32(11.106097)}",middle eastern,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (151, 114), 'right_eye': (102, 110)}",0.95,"{'Woman': np.float32(1.1051847), 'Man': np.float32(98.89481)}",Man
dlib/Atal_Bihari_Vajpayee_-1.png,"{'asian': np.float32(21.160603), 'indian': np.float32(17.299412), 'black': np.float32(11.346041), 'white': np.float32(10.892097), 'middle eastern': np.float32(10.277512), 'latino hispanic': np.float32(29.024338)}",latino hispanic,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (142, 116), 'right_eye': (105, 117)}",1.0,"{'Woman': np.float32(0.25911617), 'Man': np.float32(99.74088)}",Man
dlib/Atal_Bihari_Vajpayee_-20.png,"{'asian': np.float32(0.52835757), 'indian': np.float32(89.37088), 'black': np.float32(6.9246144), 'white': np.float32(0.2888207), 'middle eastern': np.float32(0.09884621), 'latino hispanic': np.float32(2.7884853)}",indian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (146, 110), 'right_eye': (102, 109)}",1.0,"{'Woman': np.float32(0.0029748138), 'Man': np.float32(99.99702)}",Man
dlib/Atal_Bihari_Vajpayee_-2.png,"{'asian': np.float32(26.741468), 'indian': np.float32(21.875078), 'black': np.float32(8.708332), 'white': np.float32(9.651564), 'middle eastern': np.float32(9.229829), 'latino hispanic': np.float32(23.793732)}",asian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (150, 114), 'right_eye': (107, 115)}",1.0,"{'Woman': np.float32(0.009866981), 'Man': np.float32(99.99013)}",Man
dlib/Atal_Bihari_Vajpayee_-6.png,"{'asian': np.float32(26.906263), 'indian': np.float32(15.05109), 'black': np.float32(14.008153), 'white': np.float32(9.646926), 'middle eastern': np.float32(11.59255), 'latino hispanic': np.float32(22.795025)}",asian,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (149, 117), 'right_eye': (105, 117)}",1.0,"{'Woman': np.float32(1.0026091), 'Man': np.float32(98.99739)}",Man
dlib/Atal_Bihari_Vajpayee_-15.png,"{'asian': np.float32(3.8004105), 'indian': np.float32(56.640537), 'black': np.float32(8.106308), 'white': np.float32(5.305698), 'middle eastern': np.float32(10.642015), 'latino hispanic': np.float32(15.505031)}",indian,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (151, 110), 'right_eye': (102, 107)}",0.77,"{'Woman': np.float32(0.06861699), 'Man': np.float32(99.93138)}",Man
dlib/Serena_Williams_-4.png,"{'asian': np.float32(1.2462373e-17), 'indian': np.float32(3.908412e-12), 'black': np.float32(100.0), 'white': np.float32(1.105502e-21), 'middle eastern': np.float32(5.309277e-22), 'latino hispanic': np.float32(1.8628588e-13)}",black,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (152, 116), 'right_eye': (107, 110)}",1.0,"{'Woman': np.float32(0.01211851), 'Man': np.float32(99.98788)}",Man
dlib/Serena_Williams_-8.png,"{'asian': np.float32(1.2075695e-10), 'indian': np.float32(7.569353e-08), 'black': np.float32(100.0), 'white': np.float32(1.28552446e-14), 'middle eastern': np.float32(7.387104e-15), 'latino hispanic': np.float32(7.54214e-09)}",black,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (153, 118), 'right_eye': (106, 107)}",0.88,"{'Woman': np.float32(0.15208524), 'Man': np.float32(99.847916)}",Man
dlib/Serena_Williams_-5.png,"{'asian': np.float32(0.0003620625), 'indian': np.float32(0.0011331736), 'black': np.float32(99.998474), 'white': np.float32(4.3674653e-08), 'middle eastern': np.float32(1.9855162e-09), 'latino hispanic': np.float32(2.438652e-05)}",black,"{'x': 74, 'y': 74, 'w': 107, 'h': 108, 'left_eye': (146, 115), 'right_eye': (104, 110)}",1.0,"{'Woman': np.float32(0.26582527), 'Man': np.float32(99.734184)}",Man
dlib/Serena_Williams_-19.png,"{'asian': np.float32(4.9143793e-08), 'indian': np.float32(1.101243e-05), 'black': np.float32(99.999985), 'white': np.float32(5.3960128e-11), 'middle eastern': np.float32(1.08708815e-11), 'latino hispanic': np.float32(8.937409e-07)}",black,"{'x': 80, 'y': 91, 'w': 90, 'h': 89, 'left_eye': (147, 113), 'right_eye': (105, 114)}",1.0,"{'Woman': np.float32(0.06428175), 'Man': np.float32(99.935715)}",Man
dlib/Serena_Williams_-18.png,"{'asian': np.float32(3.3928527e-15), 'indian': np.float32(8.001221e-12), 'black': np.float32(100.0), 'white': np.float32(3.4720974e-20), 'middle eastern': np.float32(1.05715046e-19), 'latino hispanic': np.float32(3.013941e-13)}",black,"{'x': 62, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (144, 112), 'right_eye': (98, 112)}",0.74,"{'Woman': np.float32(0.35786325), 'Man': np.float32(99.642136)}",Man
dlib/Serena_Williams_-11.png,"{'asian': np.float32(1.5372747e-06), 'indian': np.float32(1.9782992e-05), 'black': np.float32(99.99996), 'white': np.float32(8.843434e-10), 'middle eastern': np.float32(4.7462784e-10), 'latino hispanic': np.float32(1.4358557e-05)}",black,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (146, 111), 'right_eye': (106, 119)}",1.0,"{'Woman': np.float32(0.44745183), 'Man': np.float32(99.55254)}",Man
dlib/Serena_Williams_-10.png,"{'asian': np.float32(1.8154415e-13), 'indian': np.float32(7.164828e-11), 'black': np.float32(100.0), 'white': np.float32(3.3235308e-19), 'middle eastern': np.float32(1.48548e-18), 'latino hispanic': np.float32(1.0561713e-11)}",black,"{'x': 74, 'y': 86, 'w': 107, 'h': 108, 'left_eye': (152, 113), 'right_eye': (106, 115)}",0.73,"{'Woman': np.float32(30.853569), 'Man': np.float32(69.14642)}",Man
